antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Disease_48'}),frozenset({'Sex_0'}),0.018993074054342036,0.4990410229088972,0.010042621204049014,0.5287517531556801,1.0595356471369826,1.0,0.0005642980997857296,1.0630468769820125,0.05727820934055484,0.01976927110644992,0.05930771102117578,0.27443779608248403
